"Gene","Dlk1","Esr1","Nfib","Foxp2","Fezf1","Lepr"
"Unc13c",0.19,0.41,0,0,0,0
"Rgs7bp",0,0,0.26,0,0,0
"Gabrg3",0,0,0.29,0.37,0,0
"Trpc3",0.14,0.23,0,0,0,0.37
"Gpr174",0,0.72,0,0,0,0
"Prickle2",0,0.06,0.07,0.14,0,0.05
"Gamt",0,0,0,0,0,0.54
"Ipcef1",0.48,0.56,0,0.08,0,0
"Pknox2",0,0,0.17,0,0,0
"Epb41l1",0.13,0,0,0,0,0
"Scn7a",0.28,0,0,0,0,0.65
"Vdac2",0,0,0.13,0,0,0
"Sez6",0.07,0,0.24,0,0,0
"Rnf182",0,0,0,0.07,0,0.42
"Rab26",0,0,0,0,0,0.18
"Rad18",0,0.29,0,0,0,0.19
"Esr2",0,0.83,0,0,0,0
"Chl1",0.2,0,0.36,0,0,0
"Wdr66",0,0.04,0,0,0,0.39
"Ppa2",0,0.26,0,0,0,0.04
"Vegfc",0.59,0,0,0,0.59,0
"Otud7a",0.08,0,0,0.12,0,0
"Slc6a1",0,0,0.17,0.62,0,0
"Prdm13",0,0,0.43,0.91,0,0
"March8",0.31,0,0,0,0,0
"Ethe1",0,0.16,0,0,0,0.24
"Klf9",0,0,0,0.16,0.02,0
"Myo18b",0.73,0.13,0,0,0,0
"Dpf3",0,0,0.87,0,0,0.31
"Kremen2",0.57,0.15,0,0,0,0
"Mapk11",0.65,0,0,0,0,0
"Enah",0.17,0.11,0,0,0,0
"Klf12",0,0,0.57,0,0.18,0
"Ptpn12",0,0,0,0,0,0.05
"Dnajc21",0.02,0.23,0,0,0,0
"Clstn3",0.05,0,0.1,0,0,0
"E330017L17Rik",0,0,0,0.69,0,0
"Hip1r",0,0.12,0.04,0,0,0
"Dpysl4",0,0,0.12,0,0,0.06
"Cd55",0,0,0,0.13,0,0.69
"Cd46",0,0,0,0,0,0.02
"Timp2",0,0,0.09,0,0,0
"R3hdm2",0,0.06,0,0,0,0
"Atp6ap1l",0,0,0,0,0,0.73
"Ass1",0,0,0,0,0,0.25
"Klhl29",0.17,0,0.15,0.1,0,0
"Camkv",0,0,0,0,0,0.3
"Ttc14",0,0,0,0,0,0.05
"Sirt7",0,0.01,0,0,0,0.05
"9330175M20Rik",0.43,0.05,0,0,0.18,0
"Irf2",0.26,0,0,0,0,0
"Nkx2-2",0.17,0.32,0,0,0,0.45
"L3mbtl4",0.05,0,0,0,0,0.64
"Tmem150c",0,0,0,0,0,0.03
"1700024I08Rik",0,0,0,0.76,0,0
"Kif27",0,0,0,0.26,0,0.12
"Inhba",0,0,0.49,0,0,0
"Itga11",0,0.55,0,0,0,0
"Rsph4a",0.42,0.09,0,0,0,0
"Islr",0.74,0,0,0.17,0,0
"Tmem255a",0,0.03,0,0.08,0,0
"Jph1",0,0,0,0.41,0,0.4
"Lrrc29",0.05,0,0,0,0,0
"4930452B06Rik",0,0,0,0.78,0,0
"Srsf5",0,0,0.21,0,0,0
"Nfasc",0.19,0.06,0,0,0,0
"Epha5",0,0.14,0,0.19,0.31,0.02
"Foxn3",0.02,0,0,0,0,0
"Exoc2",0,0,0,0.28,0,0
"Cntn2",0.19,0,0,0,0,0
"Rab36",0,0,0,0,0,0.09
"Ralyl",0.27,0,0,0.09,0.1,0.13
"Trhr",0.31,0.29,0,0,0,0.39
"Cbln1",0,0.22,0,0,0,0.16
"Samd11",0.36,0.24,0,0,0,0.21
"Plagl1",0.39,0.53,0,0,0.49,0
"Ptpdc1",0.46,0.02,0,0,0,0
"2300002M23Rik",0,0,0.11,0.76,0,0
"Galk2",0,0,0,0,0,0.06
"Lrp1b",0.25,0.35,0,0,0.2,0.2
"Kcnma1",0.17,0.21,0,0,0.18,0.12
"Slc9a9",0,0,0.35,0,0.02,0
"Dgkg",0,0,0,0.42,0,0
"Peg10",0.78,0.11,0,0,0,0
"Etv6",0,0,0,0,0,0.48
"Slc22a14",0.22,0,0,0,0,0.03
"Ankrd50",0,0,0,0.47,0,0.05
"Gzmk",0.56,0.47,0,0,0,0
"Wdr60",0,0,0,0.19,0,0
"Hipk2",0.09,0,0.24,0,0,0
"Syndig1l",0,0.26,0,0.77,0,0
"Triobp",0.06,0,0.17,0,0,0.68
"Stxbp5",0,0,0,0,0,0
"T2",0.47,0,0.28,0,0,0
"Mast4",0,0,0,0,0,0.39
"Lrrn3",0.1,0,0,0,0,0
"Stat5b",0.05,0.08,0,0,0,0
"Stk10",0,0,0,0.63,0,0
"Gpm6a",0.1,0,0.14,0,0.19,0.07
"Hrh2",0.44,0,0.05,0,0,0
"Lmo7",0,0.36,0,0.25,0.26,0
"Tspan2",0,0.62,0,0,0,0
"Adamts19",0,0,0.91,0.37,0,0
"Nucb2",0,0,0,0.06,0.08,0.18
"Jade2",0,0,0.19,0.15,0,0
"H2-T22",0,0,0,0,0,0.27
"Dock6",0.06,0.3,0,0,0,0
"Slc44a1",0,0,0.11,0,0,0
"Tacr1",0.59,0,0.89,0,0,0
"Pcdh7",0.47,0.37,0,0.19,0.23,0
"Csnk1g1",0,0,0,0.05,0,0
"Npsr1",0.09,0,0,0.31,0,0.39
"Cdyl2",0.19,0.05,0,0,0.23,0
"Hnmt",0,0,0.46,0.1,0.05,0
"Cped1",0.45,0.24,0,0,0,0.22
"Rabac1",0,0,0.24,0,0,0
"Tspan9",0,0,0.75,0,0,0
"Zfp608",0,0,0,0.31,0,0
"Dglucy",0,0,0.1,0,0,0.33
"Mcm10",0,0,0,0.18,0,0.61
"4930578G10Rik",0.37,0,0,0.27,0,0
"Pmfbp1",0.33,0.78,0,0,0.47,0
"A530046M15Rik",0,0,0.5,0,0.17,0
"Aox1",0,0,0,0.15,0,0.69
"Myh10",0.03,0.11,0,0,0,0
"Cracr2a",0,0,0.69,0,0,0
"Dkk3",0.52,0.82,0,0,0,0
"Ttc23",0,0,0.41,0,0,0.27
"Antxr1",0,0,0.64,0,0,0
"Fgf9",0,0,0,0.04,0,0.38
"Supt3",0,0,0,0,0,0.14
"Zmynd10",0,0.09,0,0,0.06,0.36
"Stk31",0,0,0,0.81,0,0
"Atp1a3",0,0,0.08,0,0,0.09
"Hecw1",0.15,0,0,0,0,0
"Rtn4rl1",0,0.19,0,0.04,0.56,0
"Chrm3",0.19,0.33,0,0,0.19,0
"Slc6a6",0,0,0,0,0,0
"Lypd1",0.51,0,0,0,0.58,0.07
"Cage1",0.07,0,0,0,0,0.18
"Ldlrad3",0,0,0.73,0,0.12,0.06
"Zfp831",0,0,0,0.68,0,0.57
"Dock4",0,0.43,0,0,0,0
"Ext1",0,0.13,0.36,0,0,0
"Htr2c",0.54,0,0.04,0,0,0
"Gpr153",0.45,0,0,0.07,0,0
"Rbms3",0.41,0.29,0,0.01,0,0
"Rfx2",0,0,0,0,0.25,0.34
"Chst11",0,0,0,0,0,0
"Mtcl1",0,0.16,0,0,0,0
"Mical3",0.11,0.01,0,0,0,0
"Sntb2",0,0,0,0.09,0,0.18
"Hint3",0,0,0,0,0,0.15
"St3gal5",0,0,0.29,0,0,0
"Prlhr",0,0,0.74,0,0,0
"Hivep3",0,0,0.16,0.1,0,0
"Grb14",0,0,0,0.48,0,0.4
"Zmiz1os1",0,0.29,0,0,0,0
"Gdpd2",0,0.02,0.33,0,0,0
"Stac2",0.32,0.37,0,0,0,0
"Ogt",0.08,0.16,0,0.17,0,0
"Hdac9",0.46,0,0,0.36,0.34,0
"Ankrd33b",0,0,0,0,0,0.74
"Nav2",0,0.17,0,0,0,0.26
"Shisa6",0,0,0,0,0,0.45
"Serpine2",0,0.03,0,0.49,0.53,0
"Micu2",0,0,0,0,0,0.01
"Sclt1",0.13,0,0,0,0,0
"Nfam1",0.02,0.31,0,0,0,0
"Mapk12",0.89,0,0,0,0,0
"Itga6",0,0.12,0.11,0,0,0.37
"Gabrb3",0,0,0,0.23,0.04,0.2
"Fam84a",0.6,0.28,0,0,0,0
"Stmn3",0,0,0.16,0,0.14,0.04
"Syt7",0,0,0.09,0,0,0
"Slc12a5",0.05,0,0,0,0.11,0
"4933431E20Rik",0,0,0,0,0,0.37
"2810049E08Rik",0,0,0.52,0,0,0.14
"Clvs2",0.27,0,0,0,0,0
"Cd47",0.02,0,0.16,0,0,0
"Pdgfd",0.98,0,0,0,0,0
"Uhrf1bp1l",0,0,0,0,0,0.05
"4930428E07Rik",0.08,0,0,0,0,0.21
"Arhgef9",0.08,0,0,0,0,0
"Mettl2",0,0,0,0,0,0.13
"Vac14",0,0,0,0,0,0.25
"Sytl5",0,0.08,0,0,0.05,0.47
"Foxn2",0,0.06,0,0.05,0,0.18
"Pkib",0.49,0.26,0,0,0,0
"Arfgef1",0,0,0.04,0,0,0
"Slc4a11",0,0,0,0.52,0,0.56
"Gpr12",0.04,0.18,0,0,0.34,0
"Pisd",0,0,0,0,0,0.28
"Frmpd1",0.52,0,0,0,0,0.18
"Slc7a6",0,0,0,0,0,0
"Trim37",0,0,0,0,0,0.01
"St6galnac3",0,0.07,0,0,0,0.12
"Plpp4",0.3,0.42,0,0,0,0.27
"Kcnip4",0,0.29,0,0,0,0.2
"Ctsb",0,0,0.23,0,0,0
"Zfp976",0,0,0,0.38,0,0
"Zadh2",0,0,0,0.11,0.15,0.04
"Pak1",0,0,0,0.06,0,0
"Specc1",0,0,0,0,0,0.06
"Vsig8",0.19,0,0,0.8,0,0
"Ptpre",0.26,0.32,0,0,0,0.01
"L3mbtl1",0.41,0.14,0,0,0,0
"Tspan7",0,0,0.11,0,0.09,0
"Mettl7a1",0,0.38,0,0,0,0
"Gpr161",0,0,0.35,0.38,0,0
"Pnrc1",0,0,0,0,0,0.05
"Adamts2",0,0.4,0,0,0.14,0.01
"Smim3",0,0.84,0,0,0,0
"C1qtnf4",0,0,0.05,0,0,0
"Itga9",0,0,0.38,0,0,0.12
"Wdr17",0,0,0,0,0,0.03
"Tnip2",0,0,0,0,0,0.29
"1110051M20Rik",0.03,0,0,0,0,0
"Lrp8",0.07,0,0,0,0,0.01
"Fhad1",0,0.03,0,0,0.02,0.29
"Kcnq1",0,0,0,0,0,0
"Carmil3",0,0,0,0,0,0.02
"Vwc2",0,0.14,0,0.14,0,0.2
"Hist4h4",0.42,0.38,0,0.12,0,0
"Asb3",0.01,0,0.05,0,0,0
"Glis1",0.22,0.35,0,0,0,0.29
"C230057M02Rik",0,0,0.97,0,0,0
"Gabra1",0,0,0,0,0,0.12
"Gem",0,0,0.73,0,0.13,0
"Nedd9",0.68,0.41,0,0,0,0
"Adam19",0,0.28,0,0,0,0
"Bbs9",0.01,0,0,0.12,0,0
"Slc16a11",0.13,0,0,0,0,0.05
"Trpv2",0,0.06,0,0,0,0.3
"Col23a1",0,0.57,0.15,0,0,0.23
"P2ry12",0,0,0,0,0,0.16
"Clu",0,0,0.14,0,0,0
"Zfp975",0,0,0,0.19,0,0
"Hcn1",0,0,0,0.12,0,0.03
"Pclo",0.14,0.08,0,0,0,0
"Grrp1",0.72,0.2,0,0,0,0
"Calr",0,0,0.07,0,0,0
"Arl13a",0,0,0,0,0.64,0.13
"4921504A21Rik",0,0,0,0.31,0.04,0.1
"Ube3a",0.21,0.22,0.2,0.01,0.2,0.23
"Grip2",0.17,0,0.19,0.05,0,0
"Rnf169",0.13,0.14,0,0,0,0
"Gng12",0.39,0.42,0,0,0,0
"Sh3rf1",0,0,0,0.03,0.32,0
"Lgi1",0,0.01,0.04,0,0.26,0
"Ogdh",0,0,0,0.04,0,0
"Rin1",0,0.05,0,0.2,0,0.53
"Dclk1",0.13,0.18,0,0.16,0.19,0
"Arhgap18",0.24,0.22,0,0,0,0
"Wwc2",0.03,0,0,0.08,0,0
"Npas3",0,0,0,0.2,0,0.33
"Sipa1l3",0,0,0,0.49,0.05,0
"Amotl1",0,0.23,0,0.23,0,0
"Slc1a6",0,0,0,0.06,0,0
"Dbpht2",0,0.16,0,0,0.07,0
"Reep1",0.12,0,0,0,0.23,0
"Malt1",0.23,0.14,0,0,0,0
"Eln",0.18,0.31,0.6,0,0,0
"Cobll1",0,0,0.45,0,0,0.59
"Rpa1",0.15,0,0,0,0.18,0
"Prss36",0,0.06,0,0,0,0.27
"Tmem200a",0,0.15,0,0,0,0.1
"Rap1gap2",0,0,0,0,0,0.22
"Iqgap1",0,0,0,0,0,0.18
"Oscp1",0,0,0,0,0,0.11
"Tcf12",0,0,0.02,0,0,0
"Opn5",0,0,0,0.84,0,0
"Ccnjl",0,0,0,0,0,0.75
"Kcnk13",0.34,0.43,0,0.09,0,0
"Lpgat1",0,0,0,0,0,0
"Pifo",0,0.39,0,0,0,0.15
"Pik3r1",0,0,0,0,0,0.12
"Klhdc8b",0,0,0,0,0,0.36
"Slc16a12",0,0.9,0,0,0,0
"B230110G15Rik",0,0,0,0.99,0,0
"Ccer2",0.3,0.05,0.47,0,0,0
"Crtac1",0.23,0,0.14,0,0.02,0
"Mpv17",0,0,0,0,0,0.18
"D630024D03Rik",0,0,0,0.78,0,0.01
"Gramd3",0.29,0,0,0.28,0.7,0
"Pex5l",0,0,0.37,0.01,0,0.05
"Irak1",0.26,0,0.04,0,0,0
"Magel2",0,0,0,0,0.34,0
"Fam135b",0.31,0,0,0,0,0.04
"Nemp1",0,0,0,0.26,0,0.06
"Cmip",0.06,0.08,0,0,0,0
"Asah1",0,0,0,0,0,0.03
"Tnfaip8l3",0,0.54,0.33,0,0,0
"Matn2",0,0.53,0,0,0,0
"Tnr",0,0,0.62,0.09,0,0
"Slc25a27",0.01,0,0,0,0,0
"Gsap",0,0,0.37,0,0,0
"1500009L16Rik",0,0.62,0,0,0,0
"Jazf1",0.16,0,0,0.11,0,0
"Gpr165",0,0.26,0,0,0.35,0
"Cckar",0,0.77,0,0,0,0
"Dpysl5",0.13,0,0,0,0,0
"Kcnh8",0,0.48,0,0.29,0.68,0
"Fbn2",0,0,0.81,0.15,0.13,0
"Pdzrn3",0,0.95,0,0,0.27,0
"Epb41l4b",0,0,0,0,0,0.06
"Mast1",0,0,0,0,0,0
"Auh",0,0,0.03,0.03,0,0
"Agap1",0,0,0,0,0,0
"Pmepa1",0.35,0,0,0,0.24,0
"Rbfox3",0.17,0.13,0,0,0,0
"Hs6st2",0,0.03,0.76,0,0,0
"Sox13",0,0,0.17,0.12,0,0.43
"St3gal1",0,0.06,0.83,0,0,0
"Ptk7",0.48,0.13,0.31,0,0,0
"Synj1",0,0,0,0.15,0,0
"Col4a2",0.54,0.02,0,0,0,0
"Rapgef4",0,0.11,0,0,0,0
"Mpp3",0.19,0,0.35,0,0,0
"Chd4",0,0,0,0,0,0.02
"Galnt16",0.02,0.07,0,0,0,0
"Malat1",0.24,0.25,0.25,0.25,0.25,0.25
"A230057D06Rik",0.15,0.02,0,0.08,0.08,0
"Cacna1b",0.17,0,0,0.12,0,0
"Ppp3cc",0,0.09,0,0,0,0.03
"Med13l",0,0,0,0,0,0
"Nkain2",0.27,0,0,0.14,0.11,0.14
"Dennd2a",0.02,0.07,0,0.36,0,0
"Ctif",0,0,0,0,0,0.11
"Iffo1",0,0,0,0,0,0.27
"C030034L19Rik",0,0,0,0,0,0.52
"Kcng2",0,0,0.4,0,0,0.31
"Ilvbl",0,0,0.21,0,0,0.08
"Apba1",0,0,0,0,0,0.04
"Hip1",0,0.13,0.04,0,0,0
"Cacna1a",0.22,0,0.17,0,0.1,0.03
"Celf4",0.19,0,0,0,0.18,0.15
"Pdzd4",0.05,0.04,0,0,0,0
"Nol4",0.1,0.15,0,0,0,0
"Tmem91",0,0,0,0,0,0.03
"Cbx4",0,0,0,0,0,0.19
"Cdh11",0,0,0.38,0.65,0,0
"Dock1",0,0,0,0.22,0,0.22
"Glce",0,0,0,0.07,0,0.04
"Gdpd1",0,0,0.04,0,0,0
"Npnt",0,0.01,0.36,0,0.49,0
"Nell1os",0.38,0,0,0,0,0.35
"Tcf7l2",0,0,0,0.97,0,0.09
"Pxmp2",0,0,0,0,0,0.59
"3110082I17Rik",0,0,0,0,0,0.14
"Lamb3",0,0,0,0,0,0.71
"Rab3b",0,0,0.82,0,0,0
"Cbx7",0.19,0,0,0,0.09,0.02
"Dock2",0,0.26,0,0,0,0.03
"Plcd3",0,0.28,0.18,0,0,0
"Calb2",0.26,0,0,0,0,0
"Sergef",0.11,0,0,0.03,0,0
"Tmem29",0,0,0,0,0,0.05
"Cdc42bpa",0,0,0,0,0,0.06
"Plcd4",0.6,0.02,0,0,0.16,0
"Dusp10",0.11,0,0.74,0,0,0
"Exd2",0,0,0,0.17,0,0
"Gas6",0,0,0.07,0,0,0.15
"Ndfip1",0,0,0,0.09,0,0.09
"Reep2",0,0,0,0,0,0.11
"Dync1i1",0.19,0.05,0,0,0,0.05
"Atp6ap2",0,0,0.17,0,0,0
"Rundc3a",0,0,0,0,0,0.09
"Dtna",0.17,0,0,0.37,0,0
"Actn1",0,0,0,0.01,0,0.23
"Plekhg1",0,0,0.62,0,0.03,0
"Bsg",0,0,0.26,0,0,0
"Bcl9",0.01,0,0,0,0,0
"Slc24a3",0,0.31,0,0.09,0,0
"Tmcc3",0.12,0,0,0.06,0.43,0.03
"Zfp612",0.25,0,0,0,0,0
"Arg2",0.2,0.35,0,0,0,0
"Atp8a1",0.12,0.13,0,0,0.16,0
"Csgalnact1",0,0,0.91,0,0,0
"Spock3",0,0,0,0.27,0.02,0.07
"Tecpr2",0,0,0.13,0,0,0
"Adgrg2",0,0.78,0,0,0,0
"Tex2",0,0.02,0,0.07,0,0
"D930028M14Rik",0.83,0,0,0,0,0
"Map2",0,0,0.15,0.24,0.18,0.23
"Lpp",0,0,0,0,0,0.01
"Zfyve9",0.03,0,0.11,0,0,0
"Erbb4",0.77,0.21,0,0,0,0
"Tle1",0,0.48,0.11,0,0,0
"Sgcz",0.34,0.11,0,0,0.23,0.22
"Pde8a",0,0,0,0.74,0.5,0
"Nxf3",0.09,0.63,0,0,0.38,0
"Popdc3",0,0.62,0,0,0,0
"Sdsl",0,0,0.67,0,0,0
"Slco4c1",0.58,0.44,0,0.05,0,0
"Dpy19l1",0,0,0,0.54,0,0.32
"Thsd7b",0,0,0.08,0,0.02,0.23
"Adamts12",0,0.45,0,0,0,0.24
"Kcns3",0,0,0.6,0,0,0.35
"Lrrc36",0,0,0,0.08,0,0.61
"Mak",0,0,0,0.13,0,0.3
"Lrrc9",0,0,0,0.67,0,0
"Zbbx",0.06,0.01,0,0,0.1,0.23
"Lrrc42",0,0.11,0,0,0,0.11
"Olfm3",0.6,0,0.08,0,0,0
"Calcr",0.93,0,0,0,0,0
"Tnrc6b",0,0,0,0,0,0
"Zmat4",0,0,0.45,0,0,0.16
"Csad",0,0,0,0,0,0.07
"Golim4",0,0.1,0,0.34,0.43,0
"Kmt2a",0.13,0,0,0,0,0
"Vldlr",0,0,0.05,0.03,0.11,0.22
"Ror1",0,0,0.61,0.11,0,0.05
"Gabpb2",0,0,0.05,0.04,0,0
"Ptger2",0,0.48,0.31,0,0,0
"Ptprf",0.05,0.02,0,0,0,0.02
"Vstm2a",0.29,0,0,0,0,0.07
"Rps6ka5",0,0,0.37,0.2,0,0
"Trappc9",0.09,0,0,0,0,0
"Adcyap1r1",0,0,0,0,0,0.12
"Slc9b1",0,0,0,0,0.01,0.53
"Bdnf",0.59,0,0,0,0,0.1
"1700024B05Rik",0,0.16,0,0,0,0.05
"Rit2",0.17,0,0,0.2,0,0.02
"Pip5k1b",0,0,0,0,0,0.28
"Mmp16",0,0.25,0,0,0,0
"Meg3",0,0.25,0.23,0.25,0.25,0.25
"Fyn",0,0,0,0,0,0
"Epha7",0.05,0,0.01,0.78,0,0
"Nt5dc1",0.04,0,0,0,0,0
"Sh3rf3",0,0,0.04,0,0,0.12
"Itgbl1",0.08,0.12,0,0,0,0
"Ntng1",0.45,0,0.12,0.1,0.56,0
"Fat1",0.48,0.74,0,0,0,0
"Stox1",0.47,0,0,0,0,0
"Rnf112",0,0,0,0,0,0.11
"Lgr4",0,0,0,0,0.07,0
"Cubn",0.9,0,0,0,0,0
"Dennd1b",0,0,0,0,0,0.01
"Ntn5",0,0.7,0,0.09,0,0
"Col4a1",0.39,0.18,0,0,0,0
"Fndc3a",0.01,0,0,0,0,0.08
"Sorbs2",0,0,0,0.14,0.11,0.03
"Fam189a2",0.32,0,0,0,0.4,0
"Spock1",0.21,0.34,0,0,0,0
"Cfap73",0,0,0,0,0,0.73
"Gap43",0.1,0,0.03,0.14,0,0
"St8sia6",0.43,0,0,0.38,0,0
"Arhgap33os",0.71,0,0,0,0,0
"4930551O13Rik",0,0,0.17,0.05,0,0.6
"Cdh6",0,0,0,0,0.81,0.37
"Dlg2",0.07,0.01,0,0.04,0,0
"Vstm2b",0,0.36,0,0,0,0
"Clybl",0,0,0,0,0,0.12
"Mpp6",0,0,0.19,0,0,0.17
"Rnpc3",0.25,0,0.1,0,0,0
"Pbx3",0,0.13,0,0,0,0.33
"Kdm7a",0,0,0,0.45,0,0
"Tnfrsf8",0,0,0,0.08,0,0.71
"Daam1",0.11,0.17,0,0,0,0
"Cacng8",0,0,0,0.13,0,0.01
"Cacnb3",0.11,0,0,0,0,0
"Atxn7l1os1",0,0.25,0,0,0,0.07
"Banf2",0,0,0,0,0.13,0.49
"Cckbr",0.15,0.12,0,0,0,0.27
"Gbe1",0.45,0,0,0,0.16,0
"Klhl4",0.95,0,0,0,0,0
"Apol8",0.01,0,0.17,0,0,0.44
"Ppfia2",0.23,0.19,0,0,0.22,0
"Rogdi",0,0,0,0,0,0.05
"Adam22",0.21,0.08,0,0,0.15,0
"Unc79",0,0,0,0.18,0.09,0.08
"Tpd52",0,0,0,0,0,0.28
"Zfp423",0,0,0.09,0,0,0.09
"Copg2",0.17,0.03,0,0,0,0
"Cds1",0,0.39,0,0,0,0
"Hap1",0,0,0,0.19,0,0.12
"Pgbd5",0,0,0,0,0,0.2
"2010300C02Rik",0,0,0,0.65,0,0.21
"Homer2",0,0,0.89,0,0,0
"Ube2e2",0,0.12,0.13,0.08,0,0.04
"Ppard",0,0,0.15,0,0,0.19
"Glra4",0.26,0.49,0,0,0,0
"Ncoa3",0,0,0,0.01,0,0
"Cbarp",0,0,0,0,0,0
"Sox11",0.11,0.09,0,0,0,0.03
"Calb1",0,0,0,0,0.24,0
"Arhgap5",0,0,0,0,0,0.02
"Dlg1",0,0.09,0,0,0,0
"Nucb1",0,0,0.05,0,0,0.1
"Slirp",0,0,0.14,0,0,0
"Dclk2",0.14,0,0,0,0,0
"Stk32a",0.72,0.16,0,0,0.13,0
"Syp",0,0,0.14,0,0,0
"Grm7",0,0.13,0,0.34,0,0.24
"Hectd3",0,0,0,0,0,0.2
"Slc35f4",0,0,0,0,0,0.51
"Kifc2",0.08,0,0,0,0,0.01
"Reps2",0,0,0,0,0,0.03
"Lrrc75b",0.24,0,0.2,0,0.29,0
"Dcaf17",0,0,0,0.03,0,0.11
"Ric3",0,0,0.12,0,0,0
"Ecel1",0,0.71,0,0,0,0
"Dsc2",0,0,0,0.11,0.88,0
"Rasgef1b",0,0,0,0,0,0.3
"Disp3",0,0,0.05,0,0,0.57
"2900097C17Rik",0,0,0,0,0.11,0
"Dcaf5",0.13,0,0,0,0,0
"Itga8",0,0,0.31,0.81,0,0
"Tmem186",0.03,0.05,0,0,0,0.02
"Rbm24",0,0,0,0.53,0.48,0
"Aifm1",0,0,0.05,0,0,0
"Kcnh4",0,0.39,0,0.37,0,0
"Fnbp1l",0,0.11,0,0,0,0.02
"Tbc1d1",0,0,0,0,0,0.04
"Hdac7",0.05,0,0,0,0,0.05
"Cftr",0.95,0.1,0,0,0,0
"Rbm5",0.04,0,0,0,0,0
"Smim19",0.12,0,0.04,0,0,0
"Nkx2-4",0,0.51,0,0,0,0
"Plxnc1",0.07,0.05,0,0.1,0,0
"Col16a1",0.51,0.33,0,0,0,0
"Cenpv",0,0,0,0,0,0.01
"Apbb2",0.09,0,0,0,0.15,0
"Spsb4",0,0,0.42,0,0,0.32
"Gipc2",0,0,0,0.13,0,0.31
"4930447C04Rik",0,0,0,0.82,0,0
"Vsnl1",0.14,0.14,0,0,0.15,0
"Sema3d",0.03,0.2,0,0,0,0.25
"Sox5os3",0,0,0.46,0,0,0.57
"Parm1",0.03,0.82,0,0,0,0
"Sfpq",0.07,0,0,0.05,0,0
"Fig4",0,0,0,0,0,0.28
"Hpca",0.31,0.29,0,0,0,0
"Lypd6",0,0.68,0.46,0,0,0
"Cnr1",0,0,0,0.27,0.05,0.33
"Tnrc6c",0.19,0.12,0.06,0,0,0.01
"Baiap3",0.2,0.12,0,0,0,0
"Tm2d1",0,0,0.17,0,0,0
"Mfap3l",0,0,0,0,0.36,0.08
"Serpini1",0,0,0,0,0.3,0.1
"C530044C16Rik",0,0.06,0,0,0.33,0.58
"Rab27b",0,0,0.05,0,0,0
"Gldnos",0.82,0.33,0,0,0.2,0
"D7Ertd443e",0,0,0,0.3,0,0.63
"Zswim5",0,0,0,0.23,0,0
"Rab3ip",0.01,0.61,0,0,0,0
"Cog5",0,0,0,0.08,0,0
"Fli1",0,0,0.96,0,0,0
"4933412O06Rik",0,0,0.08,0.21,0.29,0
"Mecr",0,0.04,0,0,0,0.17
"A930015D03Rik",0,0,0,0,0,0.02
"Ndufa4",0,0,0.06,0,0,0
"Plcl2",0,0,0,0,0,0.17
"Cab39l",0,0.44,0,0,0,0
"Ythdc2",0,0.33,0,0,0,0
"Ahnak2",0,0,0,0.74,0,0.17
"Sh3kbp1",0,0.48,0,0,0.45,0
"Fads6",0,0,0.08,0.42,0,0
"Foxp1",0,0.08,0,0,0,0
"Sulf2",0,0.23,0.49,0,0,0
"Hivep2",0,0,0.13,0.08,0.13,0
"Wrap73",0,0,0,0,0,0.38
"Prodh",0,0.14,0,0,0,0
"Ccny",0.1,0.04,0,0,0,0
"Flnb",0.04,0,0,0,0,0.01
"Ulk4",0,0.02,0,0,0,0
"Epb41l3",0,0.02,0,0,0,0
"P4ha1",0,0,0,0,0,0.06
"Dok6",0,0,0,0.26,0,0
"Sema6d",0.03,0.16,0.18,0,0,0
"Hspbap1",0,0,0,0.22,0,0.2
"Camk2b",0,0,0,0,0,0.01
"Actr3b",0,0.01,0,0,0.09,0.04
"Fst",0,0,0.39,0.28,0.46,0
"Gabrd",0,0.01,0,0,0,0.7
"Gnb4",0,0.18,0,0.31,0,0.12
"Mycbpap",0.28,0,0,0,0.4,0
"Glis3",0,0,0,0,0,0.75
"Rassf10",0,0.12,0,0.67,0,0
"Medag",0,0,0.52,0,0,0.51
"Sh3gl2",0.18,0.14,0,0,0,0
"Slc25a4",0,0,0.11,0,0.02,0
"Lrrc7",0,0.12,0.02,0.18,0.22,0.1
"4930545L23Rik",0,0,0,0.77,0,0.27
"Clic6",0,0,0,0,0.85,0
"Card10",0,0.56,0.11,0,0,0
"Hcrtr2",0,0,0,0,0.1,0.68
"Pou3f2",0.08,0.41,0,0,0,0
"Gpc4",0,0,0.15,0,0,0.62
"A830019P07Rik",0.35,0.87,0,0,0,0
"Mgat4c",0.5,0.21,0,0.14,0.6,0
"Herpud1",0,0,0.03,0,0,0
"Glra1",0,0,0,0.02,0.14,0.63
"Gria2",0.11,0.21,0.11,0.22,0.14,0.22
"Htr1b",0,0,0.53,0,0,0
"Nmur2",0,0,0,0,0,0.58
"Hsp90ab1",0,0,0.15,0,0.03,0
"Nptxr",0.22,0,0.01,0,0.19,0
"Astn2",0.11,0,0.03,0.18,0,0.21
"Sertad2",0,0,0,0,0,0.19
"Tnik",0.17,0,0,0.21,0.15,0.15
"Scn3b",0.01,0.06,0,0.49,0,0
"Mb21d2",0,0.01,0,0.02,0,0.3
"Edil3",0.21,0,0,0.22,0.48,0
"Zbtb16",0.01,0.05,0,0.57,0,0
"Ppp3ca",0,0.15,0,0.22,0.04,0.19
